"","term","content","mycoID","internal_variable_num"
"1682","STEM","  2.2-5.5cm x 0.3-0.4cm, ""even to slightly tapering at apex"", reddish brown; distinctly squamulose [finely scaly]; bulbous base ""diffuse from large conglomeration of sand, hyphae, and roots, and occasionally radiating""^, (Oliver), 2.2-5.5cm x 0.3-0.4cm, ""straight to slightly tapering towards the base""; reddish brown; distinctly squamulose; bulbous base formed by sand, hyphae, and rootlets, (Wright)",94,8
"1683","ODOR",NA,94,9
"1684","TASTE",NA,94,10
"1685","EDIBILITY",NA,94,11
"1686","HABITAT","  single or gregarious ""in semi-stabilized dune areas, in protected hollows"", associated with Chrysothamnus (rabbit bush) spp. and other shrubs, late winter and spring^, (Oliver), single or gregarious in semi-stabilized dunicolous areas, in protected sites, associated with Chrysothamnus (rabbit bush) spp. and other shrubs, end of winter and spring, (Wright)",94,12
"1687","SPORE DEPOSIT",NA,94,13
"1688","MICROSCOPIC","  spores 5-6(7) microns in diameter, round to nearly round, strongly verrucose, the warts truncate [flat-topped], extending into an amorphous colorless layer, ""a partial reticulum evident in optical section"", inamyloid, yellow brown in 3% KOH or water^; capillitium hyphae 4-9 microns wide, colorless, thick-walled, smooth without crystalline deposits, often branched and septate, joints often swollen up to 6-12 microns wide and yellowish; endoperidium composed of intertwined thick-walled, septate hyphae, (Oliver), spores 5-6(7) x 5-6(7) microns, averaging 5.5 x 5.5 microns, round to nearly round, markedly verrucose, the warts truncate, extending within an amorphous colorless layer, a partial reticulum may be observed when mounted in 3% KOH, inamyloid; capillitium hyphae 4-9 microns wide, colorless, thick-walled, smooth without crystalline deposits, often branched and septate, swollen at the yellowish septa up to 6-12 microns wide, (Wright)",94,14
"1689","NAME ORIGIN","  refers to the ferruginous color of the stem^, (Oliver)",94,15
"1690","SIMILAR","  Tulostoma ferrugineum is close to the Tulostoma brumale complex, but differs ""by its lack of crystalline deposits on capillitia (as reported by European workers), truncated verrucae rather than aculeate ornamentation, and sandy habitat"", (Oliver). T. ferrugineum is close to the T. brumale complex of Europe, differing in the lack of crystalline deposits on the capillitial walls, by the spore ornamentation and by the habitat, (Wright).",94,16
"1691","SOURCES","  Oliver(1), Wright(1)",94,17
"1692","MUSHROOM_ID","94",94,18
"1693","FAMILY","  Agaricaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota",95,1
"1694","LATIN NAME(S)","  Tulostoma fimbriatum  v. campestre  f. fibrillosum  (V.S. White) J.E. Wright^  Bibliotheca Mycologica Band 113: 111. 1987;  Tulostoma fibrillosum  V.S. White",95,2
"1695","ENGLISH NAME(S)",NA,95,3
"1696","NOTES","  This form of Tulostoma fimbriatum var. campestre is characterized by having a rather long stem measuring 5-8cm, whose underground part is ""normally covered by numerous mycelial threads, some tending to become rhizomorphic, that usually persist for a long time. The spore-sac is usually more flattened, the mouth less prominent in herbarium specimens and the stem more frequently tapering toward the base"", the spores under scanning electron microscopy ""are seen to have a more anastomosed ornamentation which in some instances may become subreticulate"". (Wright(1)). Wright speculates that it may be just a growth condition.^ RANGE Collections were examined from ON, CA, MI, NY, WY, France, and Sweden, (Wright), and WA and ID, (Oliver(1) as T. fibrillosum V.S. White). The University of Michigan has a collection submitted by E. Trueblood from ID, determined in 1994 by J. Wright (under the name T. fimbriatum var. fibrillosum, or in another database T. fimbriatum f. fibrillosum, presumably the same taxon).",95,4
"1697","CHEMICAL REACTIONS",NA,95,5
"1698","OUTER SURFACE","  spore-sac 1-1.5cm across, whitish to ashy, smooth or obscurely pitted, sand adhering to its base^, (Smith)",95,6
"1699","INNER LAYER","  mouth area indistinct, opening by a pore with a lobed fibrillose margin^, (Smith)",95,7
"1700","SPORE MASS",NA,95,8
"1701","STEM","  5-8cm x 0.3-0.5cm, ""pulling away from the sand case, at first loosely fibrillose from coarse fibrils""^, (Smith)",95,9
"1702","ODOR",NA,95,10
"1703","TASTE",NA,95,11
"1704","EDIBILITY",NA,95,12
"1705","HABITAT","  sandy soil in lake dunes, March, April, September, October, (Wright), gregarious to scattered in sand (Smith)",95,13
"1706","SPORE DEPOSIT",NA,95,14
"1707","MICROSCOPIC","  spores 5-7 x 4.5 microns, smooth or nearly so^; capillitium threads colorless, swollen at the septa, 4-7 microns wide, (Smith)",95,15
"1708","NAME ORIGIN","  'fibrillosum' refers to the fibrillose pad usually present at the base and around the stem^, (Wright)",95,16
"1709","SIMILAR",NA,95,17
"1710","SOURCES","  Wright(1), Smith(4) (as T. fibrillosum), Oliver(1), http://herbarium.lsa.umich.edu accessed October 9, 2004",95,18
"1711","MUSHROOM_ID","96",96,1
"1712","FAMILY","  Agaricaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota",96,2
"1713","LATIN NAME(S)","  Tulostoma fimbriatum  Fr.  var. campestre  (Morgan) G. Moreno^  An. Jardin Bot. Madrid 36: 18. 1980;  Tulostoma campestre  Morgan;  Tulostoma punctilabratum  Long;  Tulostoma karagandense  Shvartsman & Philimonova;  Tulostoma kazachstanicum  Philimonova & Tartenova;  Tulostoma granulosum  Lev.  var. campestre  (Morgan) J.E. Wright;  Tulostoma costatum  B. Liu",96,3
"1714","ENGLISH NAME(S)",NA,96,4
"1715","NOTES","  Features include 1) small, roundish spore-sac on a light brown or grayish brown stem that ends at the base with a mycelial bulb, 2) stem that has ribs on the upper third and may have scales that fall off rapidly, 3) spore case with an outer covering that falls off except for a band at its base, 4) light-colored inner case that may have pits on surface from sand grains, 5) fibrillose-fringed opening at the top, 6) ochraceous to cinnamon spore mass, 7) growth in sandy soil, and 8) microscopic characters including nearly round or round spores that are minutely warty to spiny.^ The description is derived from Wright. This is one of the most common members of the genus in North America, being the counterpart of T. fimbriatum var. fimbriatum of Europe. Altes(2) are dubious about the differences between the 6 varieties and one form of T. fimbriatum and prefer to consider only an single taxon T. fimbriatum sensu lato which includes ""basidiocarps of variable size, with a typically fimbriate mouth, sometimes denticulate, a clearly hyphal exoperidium mixed with sand grains or soil, cream colored to pale ochre endoperidium, which may be smooth or pitted from the sand grains, ferrugineous gleba, spores of fairly variable size with a clear verrucose-echinulate ornamentation under LM, which under SEM is formed by crests and verrucae of variable length, which sometimes appear as subreticulate (figs. 7-8) [not included here]; capillitium subhyaline with thick walls, somewhat enlarged at the slightly ochre septa"", (they synonymize T. readerii Lloyd from Australia with this taxon). RANGE T. fimbriatum var. campestre has been reported from BC (in Redhead). Collections were examined from WA, OR, (Oliver). Collections examined from WA, MB, ON, AZ, CA, CO, IA, IL, IN, KS, MI, MN, MT, NE, NM, NY, OH, SC, TX, UT, WI, Mexico, Argentina, France, Italy, Portugal, Spain, Algeria, Morocco, China, and Kazakhstan, (Wright). It has been reported also from DC and SD, (Oliver). The University of Michigan has many collections submitted by Ellen Trueblood from ID and determined in 1994 by J. Wright, and also a collection from OR, also determined in 1994 by J. Wright.",96,5
"1716","CHEMICAL REACTIONS",NA,96,6
"1717","OUTER SURFACE","  spherical to spherical-depressed, usually 1.5-2.5cm in diameter, not separated from stem; exoperidium ""typically hyphal, the threads mixed with sand particles and persistent only at the base, ochraceous greyish""",96,7
"1718","INNER LAYER","  endoperidium thick to parchment-like, ""whitish to ochraceous, isabelline, light greyish brown to cinereous"", smooth or, more generally, with pits or scars of the large sand grains; mouth typically fimbriate [fringed], almost flat to slightly mammose, with a border that may be granulose or, more commonly, denticulate [finely toothed], tearing when old and losing many of the former characters; socket (where stem attaches) ""appressed to very conspicuous most times with an entire to denticulate or lacerate membrane, separated from stem""",96,8
"1719","SPORE MASS","  ochraceous to cinnamon, sometimes ferruginous",96,9
"1720","STEM","  2-10cm x 0.3-0.8cm, the most common size about 5cm x 0.3cm, generally stout, subwoody [somewhat woody] but fragile in many specimens, straight or, very commonly, somewhat curved, or slightly narrowing towards one or both ends, ending basally in a mycelial bulb, sometimes resembling a volva; the most usual color light brown or grayish brown, rarely reddish brown; not typically squamose [scaly] but when scales are present they fall off readily and rapidly, leaving a silvery surface with 5-8 large ribs that are visible in the upper third of the stem",96,10
"1721","ODOR",NA,96,11
"1722","TASTE",NA,96,12
"1723","EDIBILITY",NA,96,13
"1724","HABITAT","  gregarious, sometimes cespitose [in tufts] in sandy soils, ""generally along river banks, lakes or brooks, under bushy vegetation, or in exposed desertic zones""; recorded throughout the year but most often in August to September in northern, eastern, and middle-eastern States, whereas it seems to be most frequent in March in the western states",96,14
"1725","SPORE DEPOSIT",NA,96,15
"1726","MICROSCOPIC","  4.5-8 microns in diameter, the usual size 5.5-6.5 microns in diameter, round or nearly round, light brown, hardly colored under light microscopic ""and then verrucose to echinulate""^, ""with some of the ornamentations united to form short and irregular cristae"", under scanning electron microscope, ""the ornamentation appears formed by large irregular verrucae, mostly anastomosed, forming a pseudo-reticulum which is of uneven thickness and height"", episporium thick; capillitium nearly colorless, septate and branched, hyphae thick-walled, with visible to solid lumen, and fairly swollen at the abundant, slightly colored septa, numerous hyphae disjointed and remain with blunt ends, 2.4-10 micron wide, usual width 4-8 microns",96,16
"1727","NAME ORIGIN","  ""fimbriatum"" refers to the fimbriate nature of the mouth, ""campestre"" refers to the habitat ('of the plains')^, (Wright)",96,17
"1728","SIMILAR","  var. tuberculatum has small and anastomosed verrucae on spores, (Wright); var. egranulosum has different spore ornamentation and stem, (Wright); in comparison to var. fimbriatum, var. campestre is ""more robust, the spore-sacs are more globose and firm, the exoperidium peels off more freely and the plant does not adhere as firmly to the base"", although intermediate forms exist, (Wright)",96,18
"1729","SOURCES","  Wright(1), Altes(2), Oliver(1), Redhead(5) (as Tulostoma campestre), http://herbarium.lsa.umich.edu accessed October 9, 2004",97,1
"1730","MUSHROOM_ID","97",97,2
"1731","FAMILY","  Agaricaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota",97,3
"1732","LATIN NAME(S)","  Tulostoma fimbriatum  Fr.  var. egranulosum  (Lloyd) J.E. Wright^  Bibliotheca Mycologica Band 113: 112. 1987",97,4
"1733","ENGLISH NAME(S)",NA,97,5
"1734","NOTES","  Features include 1) small roundish spore-sac on a fibrillose-scaly, more or less equal stem that is wood color, 2) spore case with an outer covering that falls off except for a band at its base, 3) dirty whitish to light gray inner case that has pits on surface from sand grains, 4) fibrillose-fringed, non-projecting opening at the top, 5) ochraceous ferruginous spore mass, 6) growth in semidesert areas, and 7) microscopic characters including round to elliptic spores that are minutely and densely warty.^ RANGE It has been found in OR, AZ, TX, Argentina, Chile, USSR, and Australia, (Wright). The University of Michigan has many collections submitted by Ellen Trueblood from ID and OR, all determined in 1994 by J. Wright.",97,6
"1735","CHEMICAL REACTIONS",NA,97,7
"1736","OUTER SURFACE","  spore sac up to 1.7cm x 1.5cm; exoperidium ""hyphal, the threads mixed with sand particles and forming a band that persists at the base""",97,8
"1737","INNER LAYER","  endoperidium dirty whitish to light cinereous, ""finally not altogether smooth, but with pitted scars of the sand particles of the exoperidium""; mouth ""fibrillose, not projecting, not mammose"", tending to become torn when old; socket (where stem attaches) ""separating from stem, membrane entire""",97,9
"1738","SPORE MASS","  ochraceous ferruginous",97,10
"1739","STEM","  3.7cm x 0.4cm, subequal [nearly equal]; wood color; ""fibrillose-squamose, with bands (of clay?) and other lighter ones""",97,11
"1740","ODOR",NA,97,12
"1741","TASTE",NA,97,13
"1742","EDIBILITY",NA,97,14
"1743","HABITAT","  sandy soil in semidesertic areas; recorded in January, February, September, October in northern hemisphere",97,15
"1744","SPORE DEPOSIT",NA,97,16
"1745","MICROSCOPIC","  spores 4.6-6.1 microns in diameter, round to elliptic, colored, minutely and densely verrucose, under scanning electron microscope with differently shaped and sized verrucae slightly or not at all anastomosed^; capillitium colorless to nearly colorless, branched and profusely septate, hyphae 3.3-8.1 microns wide, thick-walled, with visible to solid lumen, abruptly swollen at the slightly colored septa, disjointable",97,17
